Time,gen
1/26/2020 0:00,18.612093
1/27/2020 0:00,22.956274
1/28/2020 0:00,26.054136
1/29/2020 0:00,37.575672
1/30/2020 0:00,21.926077
1/31/2020 0:00,20.990707
2/1/2020 0:00,40.570091
2/2/2020 0:00,26.397845
2/3/2020 0:00,28.264346
2/4/2020 0:00,36.905542
2/5/2020 0:00,40.987869
2/6/2020 0:00,42.007791
2/7/2020 0:00,31.286883
2/8/2020 0:00,41.565935
2/9/2020 0:00,18.856898
2/10/2020 0:00,29.614243
2/11/2020 0:00,43.717775
2/12/2020 0:00,48.368388
2/13/2020 0:00,34.360097
2/14/2020 0:00,34.2092
2/15/2020 0:00,16.590516
2/16/2020 0:00,20.656293
2/17/2020 0:00,42.920701
2/18/2020 0:00,41.55229
2/19/2020 0:00,27.333912
2/20/2020 0:00,26.10217
2/21/2020 0:00,27.565666
2/22/2020 0:00,42.837803
2/23/2020 0:00,37.272405
2/24/2020 0:00,23.489625
2/25/2020 0:00,38.742341
2/26/2020 0:00,42.014436
2/27/2020 0:00,52.854
2/28/2020 0:00,18.433041
2/29/2020 0:00,46.078423
3/1/2020 0:00,60.193171
3/2/2020 0:00,67.620437
3/3/2020 0:00,61.259281
3/4/2020 0:00,31.626195
3/5/2020 0:00,27.223412
3/6/2020 0:00,57.401574
3/7/2020 0:00,34.896906
3/8/2020 0:00,62.136331
3/9/2020 0:00,49.129533
3/10/2020 0:00,38.851554
3/11/2020 0:00,78.27733898
3/12/2020 0:00,113.694858
3/13/2020 0:00,110.693609
3/14/2020 0:00,111.094688
3/15/2020 0:00,86.03714896
3/16/2020 0:00,133.978882
3/17/2020 0:00,84.84916596
3/18/2020 0:00,86.24246196
3/19/2020 0:00,78.24003896
3/20/2020 0:00,113.969019
3/21/2020 0:00,135.985741
3/22/2020 0:00,133.042903
3/23/2020 0:00,137.148433
3/24/2020 0:00,136.859753
3/25/2020 0:00,140.984306
3/26/2020 0:00,142.699596
3/27/2020 0:00,141.29699
3/28/2020 0:00,126.604057
3/29/2020 0:00,119.6653991
3/30/2020 0:00,124.931807
3/31/2020 0:00,130.312684
4/1/2020 0:00,105.808175
4/2/2020 0:00,128.354468
4/3/2020 0:00,129.667376
4/4/2020 0:00,132.694992
4/5/2020 0:00,139.169282
4/6/2020 0:00,142.203542
4/7/2020 0:00,156.055886
4/8/2020 0:00,121.622145
4/9/2020 0:00,150.388363
4/10/2020 0:00,150.38941
4/11/2020 0:00,150.85295
4/12/2020 0:00,150.654998
4/13/2020 0:00,133.750571
4/14/2020 0:00,160.444616
