Unix timestamp,STD Date Time,Quantity
"1,673,019,900",1/6/2023 15:45,0.14
"1,673,020,800",1/6/2023 16:00,0.14
"1,673,021,700",1/6/2023 16:15,0.14
"1,673,022,600",1/6/2023 16:30,0.14
"1,673,023,500",1/6/2023 16:45,0.14
"1,673,024,400",1/6/2023 17:00,0.14
"1,673,025,300",1/6/2023 17:15,0.14
"1,673,026,200",1/6/2023 17:30,0.14
"1,673,027,100",1/6/2023 17:45,0.14
"1,673,028,000",1/6/2023 18:00,0
"1,673,028,900",1/6/2023 18:15,0
"1,673,029,800",1/6/2023 18:30,0
"1,673,030,700",1/6/2023 18:45,0
"1,673,031,600",1/6/2023 19:00,0
"1,673,032,500",1/6/2023 19:15,0
"1,673,033,400",1/6/2023 19:30,0
"1,673,034,300",1/6/2023 19:45,0
"1,673,035,200",1/6/2023 20:00,0
"1,673,036,100",1/6/2023 20:15,0
"1,673,037,000",1/6/2023 20:30,0
"1,673,037,900",1/6/2023 20:45,0
"1,673,038,800",1/6/2023 21:00,0
"1,673,039,700",1/6/2023 21:15,0
"1,673,040,600",1/6/2023 21:30,0
"1,673,041,500",1/6/2023 21:45,0
"1,673,042,400",1/6/2023 22:00,0
"1,673,043,300",1/6/2023 22:15,0
"1,673,044,200",1/6/2023 22:30,0
"1,673,045,100",1/6/2023 22:45,0
"1,673,046,000",1/6/2023 23:00,0
"1,673,046,900",1/6/2023 23:15,0
"1,673,047,800",1/6/2023 23:30,0
"1,673,048,700",1/6/2023 23:45,0
"1,673,049,600",1/7/2023 0:00,0
"1,673,050,500",1/7/2023 0:15,0
"1,673,051,400",1/7/2023 0:30,0
"1,673,052,300",1/7/2023 0:45,0
"1,673,053,200",1/7/2023 1:00,0
"1,673,054,100",1/7/2023 1:15,0
"1,673,055,000",1/7/2023 1:30,0
"1,673,055,900",1/7/2023 1:45,0
"1,673,056,800",1/7/2023 2:00,0
"1,673,057,700",1/7/2023 2:15,0
"1,673,058,600",1/7/2023 2:30,0
"1,673,059,500",1/7/2023 2:45,0
"1,673,060,400",1/7/2023 3:00,0
"1,673,061,300",1/7/2023 3:15,0
"1,673,062,200",1/7/2023 3:30,0
"1,673,063,100",1/7/2023 3:45,0
"1,673,064,000",1/7/2023 4:00,0
"1,673,064,900",1/7/2023 4:15,0
"1,673,065,800",1/7/2023 4:30,0
"1,673,066,700",1/7/2023 4:45,0
"1,673,067,600",1/7/2023 5:00,0
"1,673,068,500",1/7/2023 5:15,0
"1,673,069,400",1/7/2023 5:30,0
"1,673,070,300",1/7/2023 5:45,0
"1,673,071,200",1/7/2023 6:00,0.14
"1,673,072,100",1/7/2023 6:15,0.14
"1,673,073,000",1/7/2023 6:30,0.14
"1,673,073,900",1/7/2023 6:45,0.14
